Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive†, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1,Location 2
WISCONSIN,2014,29,1,,15,,156,,333,,1087,,,-,0,,2,,4,,6,,,-,0,,1,,4,,10,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
W.N. CENTRAL,2014,29,,-,7,,225,,79,,1419,,,-,1,,7,,32,,54,,,-,0,,3,,16,,29,,,
IOWA,2014,29,,-,1,,13,,61,,181,,,-,0,,2,,5,,4,,,-,0,,1,,1,,1,,"IOWA
(42.469401477000474, -93.81648936699969)",
KANSAS,2014,29,,-,0,,4,,4,,17,,,-,0,,2,,8,,6,,,-,0,,1,,1,,3,,"KANSAS
(38.3477418760005, -98.20077655499966)",
MINNESOTA,2014,29,,-,0,,206,,3,,1204,,,-,0,,5,,2,,36,,,-,0,,2,,4,,9,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MISSOURI,2014,29,,-,0,,1,,4,,,-,,-,0,,1,,9,,1,,,-,0,,2,,7,,6,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEBRASKA,2014,29,,-,0,,3,,3,,1,,,-,0,,1,,1,,3,,,-,0,,1,,,-,3,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
NORTH DAKOTA,2014,29,,-,0,,4,,4,,13,,,-,0,,1,,5,,2,,,-,0,,1,,1,,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
SOUTH DAKOTA,2014,29,,-,0,,1,,,-,3,,,-,0,,3,,2,,2,,,-,0,,1,,2,,4,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
S. ATLANTIC,2014,29,49,,46,,309,,981,,1508,,4,,7,,18,,219,,221,,,-,1,,6,,60,,63,,,
DELAWARE,2014,29,6,,8,,24,,206,,255,,,-,0,,1,,2,,5,,,-,0,,1,,1,,2,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
DIST. OF COL.,2014,29,,N,0,,0,,,N,,N,,-,0,,2,,3,,11,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
FLORIDA,2014,29,2,,2,,14,,38,,41,,,-,1,,3,,27,,31,,,-,1,,3,,27,,34,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
GEORGIA,2014,29,,-,0,,3,,3,,5,,,-,1,,5,,39,,37,,,-,0,,2,,10,,7,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MARYLAND,2014,29,21,,16,,81,,363,,615,,2,,3,,10,,86,,75,,,-,0,,1,,4,,3,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NORTH CAROLINA,2014,29,,-,1,,27,,43,,63,,,-,0,,7,,19,,14,,,-,0,,3,,11,,9,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
SOUTH CAROLINA,2014,29,,-,1,,5,,12,,11,,,-,0,,1,,2,,6,,,-,0,,1,,2,,2,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
VIRGINIA,2014,29,13,,14,,267,,280,,438,,2,,1,,5,,39,,41,,,-,0,,2,,5,,4,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
WEST VIRGINIA,2014,29,7,,1,,23,,36,,80,,,-,0,,1,,2,,1,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
E.S. CENTRAL,2014,29,,-,2,,9,,69,,31,,,-,1,,4,,24,,22,,,-,0,,2,,10,,8,,,
ALABAMA,2014,29,,-,0,,5,,29,,11,,,-,0,,1,,6,,2,,,-,0,,1,,3,,1,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
KENTUCKY,2014,29,,-,1,,9,,26,,13,,,-,0,,2,,8,,7,,,-,0,,1,,2,,1,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MISSISSIPPI,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
TENNESSEE,2014,29,,-,0,,4,,14,,7,,,-,0,,3,,9,,12,,,-,0,,1,,4,,3,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
W.S. CENTRAL,2014,29,,-,0,,13,,7,,37,,9,,1,,21,,37,,52,,,-,1,,6,,25,,36,,,
ARKANSAS,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,5,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
LOUISIANA,2014,29,,-,0,,1,,1,,,-,,-,0,,1,,2,,4,,,-,0,,2,,4,,8,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
OKLAHOMA,2014,29,,-,0,,2,,,-,1,,1,,0,,2,,2,,7,,,-,0,,2,,7,,5,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
TEXAS,2014,29,,-,0,,11,,6,,36,,8,,1,,19,,31,,40,,,-,0,,5,,13,,18,,"TEXAS
(31.827240712000446, -99.4267664729997)",
MOUNTAIN,2014,29,1,,1,,9,,19,,46,,,-,1,,4,,22,,51,,,-,0,,2,,14,,28,,,
ARIZONA,2014,29,,-,0,,3,,4,,8,,,-,0,,3,,8,,21,,,-,0,,2,,3,,10,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
COLORADO,2014,29,,-,0,,0,,,-,,-,,-,0,,3,,6,,19,,,-,0,,1,,1,,5,,"COLORADO
(38.84384201300048, -106.13360888799969)",
IDAHO,2014,29,,-,0,,1,,6,,9,,,-,0,,1,,1,,3,,,-,0,,1,,2,,4,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MONTANA,2014,29,1,,0,,3,,4,,9,,,-,0,,1,,1,,,-,,-,0,,1,,3,,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
NEVADA,2014,29,,-,0,,1,,3,,4,,,-,0,,1,,4,,4,,,-,0,,1,,2,,1,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW MEXICO,2014,29,,-,0,,3,,,-,3,,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
UTAH,2014,29,,-,0,,2,,2,,12,,,-,0,,1,,1,,4,,,-,0,,1,,1,,6,,"UTAH
(39.36070082200047, -111.5871285339997)",
WYOMING,2014,29,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.235543013000495, -108.10982744299969)",
PACIFIC,2014,29,2,,2,,10,,50,,92,,3,,3,,9,,57,,66,,,-,2,,7,,61,,86,,,
ALASKA,2014,29,2,,0,,2,,11,,5,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
CALIFORNIA,2014,29,,-,0,,8,,4,,59,,3,,2,,5,,33,,47,,,-,1,,5,,40,,68,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
HAWAII,2014,29,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OREGON,2014,29,,-,1,,4,,35,,23,,,-,0,,1,,7,,5,,,-,0,,3,,12,,9,,"OREGON
(44.56745218600048, -120.15502977999972)",
WASHINGTON,2014,29,,-,0,,4,,,-,5,,,-,0,,3,,16,,11,,,-,0,,5,,8,,8,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
AMER. SAMOA,2014,29,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GUAM
(13.480998894000436, 144.73149801400064)",
PUERTO RICO,2014,29,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
VIRGIN ISL.,2014,29,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2014,30,500,,420,,2007,,11134,,19782,,13,,25,,51,,694,,850,,1,,8,,24,,251,,362,,,
NEW ENGLAND,2014,30,56,,128,,705,,3230,,7712,,1,,1,,8,,38,,72,,,-,0,,3,,9,,15,,,
CONNECTICUT,2014,30,3,,26,,146,,714,,1964,,,-,0,,1,,,-,16,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MAINE,2014,30,,-,15,,102,,285,,602,,,-,0,,2,,4,,3,,,-,0,,1,,,-,2,,"MAINE
(45.2542257390005, -68.98502952999962)",
MASSACHUSETTS,2014,30,12,,55,,245,,1543,,3441,,,-,1,,4,,25,,44,,,-,0,,3,,7,,5,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEW HAMPSHIRE,2014,30,,-,8,,91,,203,,1113,,,-,0,,2,,2,,6,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
RHODE ISLAND,2014,30,28,,9,,54,,269,,237,,,-,0,,8,,6,,,-,,-,0,,1,,1,,1,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
VERMONT,2014,30,13,,10,,103,,216,,355,,1,,0,,1,,1,,3,,,-,0,,1,,,-,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MID. ATLANTIC,2014,30,362,,179,,874,,5975,,6960,,5,,8,,21,,186,,201,,,-,1,,3,,24,,53,,,
NEW JERSEY,2014,30,,-,42,,174,,985,,2361,,,-,1,,6,,35,,55,,,-,0,,2,,4,,10,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NEW YORK,2014,30,186,,49,,244,,1311,,1231,,3,,1,,5,,30,,28,,,-,0,,3,,5,,14,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW YORK CITY,2014,30,1,,3,,441,,490,,347,,1,,3,,13,,87,,78,,,-,0,,2,,8,,12,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,30,175,,61,,454,,3189,,3021,,1,,1,,4,,34,,40,,,-,0,,2,,7,,17,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
E.N. CENTRAL,2014,30,6,,18,,149,,550,,1623,,,-,2,,8,,58,,90,,,-,1,,4,,30,,37,,,
ILLINOIS,2014,30,,-,1,,27,,73,,245,,,-,1,,5,,16,,45,,,-,0,,2,,10,,6,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
INDIANA,2014,30,,-,0,,5,,,-,86,,,-,0,,2,,4,,11,,,-,0,,1,,3,,12,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MICHIGAN,2014,30,,-,2,,16,,34,,62,,,-,0,,2,,10,,12,,,-,0,,1,,7,,3,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
OHIO,2014,30,5,,1,,7,,37,,48,,,-,1,,3,,24,,16,,,-,0,,2,,6,,6,,"OHIO
(40.06021184000048, -82.40425685299965)",
WISCONSIN,2014,30,1,,14,,95,,406,,1182,,,-,0,,2,,4,,6,,,-,0,,1,,4,,10,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
W.N. CENTRAL,2014,30,,-,7,,167,,97,,1586,,,-,1,,7,,33,,58,,,-,0,,3,,16,,29,,,
IOWA,2014,30,,-,1,,12,,78,,187,,,-,0,,2,,6,,4,,,-,0,,1,,1,,1,,"IOWA
(42.469401477000474, -93.81648936699969)",
KANSAS,2014,30,,-,0,,3,,4,,17,,,-,0,,2,,8,,6,,,-,0,,1,,1,,3,,"KANSAS
(38.3477418760005, -98.20077655499966)",
MINNESOTA,2014,30,,-,0,,158,,3,,1362,,,-,0,,5,,2,,37,,,-,0,,2,,4,,9,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MISSOURI,2014,30,,-,0,,1,,4,,,-,,-,0,,1,,9,,1,,,-,0,,2,,7,,6,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEBRASKA,2014,30,,-,0,,3,,3,,4,,,-,0,,1,,1,,3,,,-,0,,1,,,-,3,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
NORTH DAKOTA,2014,30,,-,0,,4,,5,,13,,,-,0,,1,,5,,2,,,-,0,,1,,1,,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
SOUTH DAKOTA,2014,30,,-,0,,1,,,-,3,,,-,0,,3,,2,,5,,,-,0,,1,,2,,4,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
S. ATLANTIC,2014,30,70,,46,,309,,1124,,1678,,4,,7,,18,,232,,230,,,-,1,,6,,60,,67,,,
DELAWARE,2014,30,6,,8,,24,,228,,276,,,-,0,,1,,2,,5,,,-,0,,1,,1,,2,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
DIST. OF COL.,2014,30,,N,0,,0,,,N,,N,,-,0,,2,,3,,11,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
FLORIDA,2014,30,4,,2,,14,,42,,46,,2,,1,,3,,29,,32,,,-,1,,3,,27,,35,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
GEORGIA,2014,30,,-,0,,3,,3,,5,,,-,1,,5,,47,,38,,,-,0,,2,,10,,8,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MARYLAND,2014,30,25,,16,,81,,431,,696,,,-,3,,10,,87,,81,,,-,0,,1,,4,,3,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NORTH CAROLINA,2014,30,,-,0,,27,,43,,72,,,-,0,,7,,19,,14,,,-,0,,3,,11,,10,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
SOUTH CAROLINA,2014,30,,-,1,,5,,14,,12,,,-,0,,1,,2,,7,,,-,0,,1,,2,,2,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
VIRGINIA,2014,30,32,,13,,267,,319,,484,,2,,1,,5,,41,,41,,,-,0,,2,,5,,5,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
WEST VIRGINIA,2014,30,3,,1,,8,,44,,87,,,-,0,,1,,2,,1,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
E.S. CENTRAL,2014,30,3,,2,,10,,75,,36,,2,,1,,4,,26,,22,,,-,0,,2,,10,,8,,,
ALABAMA,2014,30,1,,0,,6,,31,,12,,,-,0,,1,,6,,2,,,-,0,,1,,3,,1,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
KENTUCKY,2014,30,1,,0,,9,,27,,15,,,-,0,,2,,8,,7,,,-,0,,1,,2,,1,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MISSISSIPPI,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
TENNESSEE,2014,30,1,,0,,4,,17,,9,,2,,0,,1,,11,,12,,,-,0,,1,,4,,3,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
W.S. CENTRAL,2014,30,1,,0,,13,,8,,41,,1,,1,,21,,40,,55,,,-,1,,6,,26,,37,,,
ARKANSAS,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,5,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
LOUISIANA,2014,30,,-,0,,1,,1,,,-,,-,0,,1,,3,,5,,,-,0,,2,,5,,8,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
OKLAHOMA,2014,30,,-,0,,2,,,-,1,,,-,0,,2,,2,,7,,,-,0,,2,,7,,5,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
TEXAS,2014,30,1,,0,,11,,7,,40,,1,,1,,19,,33,,42,,,-,0,,5,,13,,19,,"TEXAS
(31.827240712000446, -99.4267664729997)",
MOUNTAIN,2014,30,1,,1,,7,,22,,50,,,-,1,,4,,24,,53,,,-,0,,2,,14,,28,,,
ARIZONA,2014,30,,-,0,,3,,4,,9,,,-,0,,3,,9,,22,,,-,0,,2,,3,,10,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
COLORADO,2014,30,,-,0,,0,,,-,,-,,-,0,,3,,6,,19,,,-,0,,1,,1,,5,,"COLORADO
(38.84384201300048, -106.13360888799969)",
IDAHO,2014,30,,-,0,,1,,7,,10,,,-,0,,1,,1,,3,,,-,0,,1,,2,,4,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MONTANA,2014,30,1,,0,,2,,6,,11,,,-,0,,1,,1,,,-,,-,0,,1,,3,,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
NEVADA,2014,30,,-,0,,1,,3,,4,,,-,0,,1,,5,,5,,,-,0,,1,,2,,1,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW MEXICO,2014,30,,-,0,,1,,,-,3,,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
UTAH,2014,30,,-,0,,2,,2,,12,,,-,0,,1,,1,,4,,,-,0,,1,,1,,6,,"UTAH
(39.36070082200047, -111.5871285339997)",
WYOMING,2014,30,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.235543013000495, -108.10982744299969)",
PACIFIC,2014,30,1,,2,,10,,53,,96,,,-,3,,9,,57,,69,,1,,2,,7,,62,,88,,,
ALASKA,2014,30,,-,0,,3,,12,,5,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
CALIFORNIA,2014,30,,-,0,,8,,4,,61,,,-,2,,5,,33,,49,,,-,1,,5,,40,,70,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
HAWAII,2014,30,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OREGON,2014,30,1,,1,,4,,37,,25,,,-,0,,1,,7,,5,,1,,0,,3,,13,,9,,"OREGON
(44.56745218600048, -120.15502977999972)",
WASHINGTON,2014,30,,-,0,,4,,,-,5,,,-,0,,3,,16,,12,,,-,0,,5,,8,,8,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
AMER. SAMOA,2014,30,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GUAM
(13.480998894000436, 144.73149801400064)",
PUERTO RICO,2014,30,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
VIRGIN ISL.,2014,30,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2014,31,494,,423,,1963,,12252,,21745,,24,,25,,51,,743,,899,,4,,8,,24,,261,,372,,,
NEW ENGLAND,2014,31,27,,127,,705,,3377,,8417,,1,,1,,8,,39,,73,,,-,0,,3,,9,,15,,,
CONNECTICUT,2014,31,,-,24,,118,,714,,2077,,,-,0,,1,,,-,16,,,-,0,,1,,1,,2,,"CONNECTICUT
",
MAINE,2014,31,1,,15,,99,,303,,701,,,-,0,,2,,4,,3,,,-,0,,1,,,-,2,,"MAINE
",
MASSACHUSETTS,2014,31,,-,54,,245,,1543,,3686,,,-,1,,4,,25,,45,,,-,0,,3,,7,,5,,"MASSACHUSETTS
",
NEW HAMPSHIRE,2014,31,,-,9,,91,,244,,1204,,,-,0,,2,,2,,6,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
",
RHODE ISLAND,2014,31,21,,9,,55,,324,,291,,1,,0,,8,,7,,,-,,-,0,,1,,1,,1,,"RHODE ISLAND
",
VERMONT,2014,31,5,,10,,103,,249,,458,,,-,0,,1,,1,,3,,,-,0,,1,,,-,3,,"VERMONT
",
MID. ATLANTIC,2014,31,369,,179,,830,,6676,,7790,,9,,7,,21,,196,,207,,,-,1,,3,,24,,55,,,
NEW JERSEY,2014,31,,-,41,,174,,985,,2535,,,-,1,,6,,35,,56,,,-,0,,2,,4,,10,,"NEW JERSEY
",
NEW YORK,2014,31,164,,49,,244,,1478,,1475,,1,,1,,5,,31,,29,,,-,0,,3,,5,,14,,"NEW YORK
",
NEW YORK CITY,2014,31,4,,3,,441,,494,,395,,8,,3,,13,,95,,82,,,-,0,,2,,8,,14,,"NEW YORK CITY
",
PENNSYLVANIA,2014,31,201,,61,,498,,3719,,3385,,,-,1,,4,,35,,40,,,-,0,,2,,7,,17,,"PENNSYLVANIA
",
E.N. CENTRAL,2014,31,2,,19,,128,,628,,1751,,,-,2,,6,,62,,95,,,-,1,,4,,30,,38,,,
ILLINOIS,2014,31,,-,1,,16,,85,,261,,,-,1,,4,,20,,46,,,-,0,,2,,10,,7,,"ILLINOIS
",
INDIANA,2014,31,,-,0,,3,,3,,89,,,-,0,,2,,4,,13,,,-,0,,1,,3,,12,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MICHIGAN,2014,31,,-,2,,14,,37,,72,,,-,0,,2,,10,,12,,,-,0,,1,,7,,3,,"MICHIGAN
",
OHIO,2014,31,1,,1,,7,,39,,52,,,-,1,,3,,24,,17,,,-,0,,2,,6,,6,,"OHIO
",
WISCONSIN,2014,31,1,,14,,95,,464,,1277,,,-,0,,2,,4,,7,,,-,0,,1,,4,,10,,"WISCONSIN
",
W.N. CENTRAL,2014,31,,-,8,,162,,120,,1748,,1,,1,,7,,34,,61,,,-,0,,3,,16,,29,,,
IOWA,2014,31,,-,1,,12,,96,,195,,,-,0,,2,,6,,4,,,-,0,,1,,1,,1,,"IOWA
",
KANSAS,2014,31,,-,0,,3,,6,,18,,,-,0,,2,,8,,7,,,-,0,,1,,1,,3,,"KANSAS
",
MINNESOTA,2014,31,,-,0,,151,,3,,1513,,,-,0,,5,,2,,39,,,-,0,,2,,4,,9,,"MINNESOTA
",
MISSOURI,2014,31,,-,0,,1,,5,,1,,1,,0,,1,,10,,1,,,-,0,,2,,7,,6,,"MISSOURI
",
NEBRASKA,2014,31,,-,0,,2,,3,,5,,,-,0,,1,,1,,3,,,-,0,,1,,,-,3,,"NEBRASKA
",
NORTH DAKOTA,2014,31,,-,0,,4,,7,,13,,,-,0,,1,,5,,2,,,-,0,,1,,1,,3,,"NORTH DAKOTA
",
SOUTH DAKOTA,2014,31,,-,0,,1,,,-,3,,,-,0,,1,,2,,5,,,-,0,,1,,2,,4,,"SOUTH DAKOTA
",
S. ATLANTIC,2014,31,89,,46,,309,,1278,,1799,,11,,7,,18,,253,,248,,2,,1,,6,,62,,68,,,
DELAWARE,2014,31,4,,8,,24,,241,,291,,,-,0,,1,,2,,6,,,-,0,,1,,1,,2,,"DELAWARE
",
DIST. OF COL.,2014,31,,N,0,,0,,,N,,N,,-,0,,2,,3,,12,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
FLORIDA,2014,31,5,,2,,14,,48,,60,,1,,1,,3,,30,,32,,2,,1,,3,,29,,35,,"FLORIDA
",
GEORGIA,2014,31,,-,0,,3,,3,,6,,1,,1,,5,,52,,43,,,-,0,,2,,10,,9,,"GEORGIA
",
MARYLAND,2014,31,12,,16,,47,,466,,736,,2,,2,,10,,93,,87,,,-,0,,1,,4,,3,,"MARYLAND
",
NORTH CAROLINA,2014,31,21,,0,,27,,64,,80,,6,,0,,7,,25,,14,,,-,0,,3,,11,,10,,"NORTH CAROLINA
",
SOUTH CAROLINA,2014,31,,-,1,,5,,14,,12,,,-,0,,1,,2,,7,,,-,0,,1,,2,,2,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
VIRGINIA,2014,31,45,,14,,267,,386,,523,,1,,1,,5,,44,,46,,,-,0,,2,,5,,5,,"VIRGINIA
",
WEST VIRGINIA,2014,31,2,,1,,11,,56,,91,,,-,0,,1,,2,,1,,,-,0,,0,,,-,2,,"WEST VIRGINIA
",
E.S. CENTRAL,2014,31,4,,2,,10,,84,,38,,,-,1,,4,,26,,24,,,-,0,,2,,10,,8,,,
ALABAMA,2014,31,,-,0,,6,,32,,14,,,-,0,,1,,6,,2,,,-,0,,1,,3,,1,,"ALABAMA
",
KENTUCKY,2014,31,2,,0,,9,,31,,15,,,-,0,,2,,8,,8,,,-,0,,1,,2,,1,,"KENTUCKY
",
MISSISSIPPI,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,0,,1,,1,,3,,"MISSISSIPPI
",
TENNESSEE,2014,31,2,,0,,4,,21,,9,,,-,0,,2,,11,,12,,,-,0,,1,,4,,3,,"TENNESSEE
",
W.S. CENTRAL,2014,31,,-,0,,13,,9,,41,,1,,1,,21,,45,,58,,,-,1,,6,,27,,37,,,
ARKANSAS,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,5,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
LOUISIANA,2014,31,,-,0,,1,,1,,,-,,-,0,,1,,5,,5,,,-,0,,2,,5,,8,,"LOUISIANA
",
OKLAHOMA,2014,31,,-,0,,2,,,-,1,,,-,0,,2,,2,,7,,,-,0,,2,,7,,5,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
TEXAS,2014,31,,-,0,,11,,8,,40,,1,,1,,19,,36,,45,,,-,0,,5,,14,,19,,"TEXAS
",
MOUNTAIN,2014,31,1,,1,,7,,23,,57,,,-,1,,4,,25,,57,,,-,0,,2,,19,,29,,,
ARIZONA,2014,31,,-,0,,3,,5,,12,,,-,0,,3,,9,,23,,,-,0,,2,,8,,10,,"ARIZONA
",
COLORADO,2014,31,,-,0,,0,,,-,,-,,-,0,,3,,6,,20,,,-,0,,1,,1,,5,,"COLORADO
",
IDAHO,2014,31,1,,0,,1,,7,,10,,,-,0,,1,,1,,3,,,-,0,,1,,2,,4,,"IDAHO
",
MONTANA,2014,31,,-,0,,2,,6,,11,,,-,0,,1,,1,,,-,,-,0,,1,,3,,,-,"MONTANA
",
NEVADA,2014,31,,-,0,,1,,3,,5,,,-,0,,2,,6,,5,,,-,0,,1,,2,,1,,"NEVADA
",
NEW MEXICO,2014,31,,-,0,,1,,,-,4,,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,"NEW MEXICO
",
